experiment_type,article,expected_summary,summary_zero_shot,rouge1_zero_shot,rouge2_zero_shot,rougeL_zero_shot,bert_f1_zero_shot,summary_one_shot,rouge1_one_shot,rouge2_one_shot,rougeL_one_shot,bert_f1_one_shot,summary_two_shot,rouge1_two_shot,rouge2_two_shot,rougeL_two_shot,bert_f1_two_shot
ET1,"If you're not interested in playing any of the single player content, you can unlock Wolf after playing 450 Vs. Brawl matches. Once the 450th match has been completed, Wolf will challenge the winner of the match to a fight. After you reach the match requirement, Wolf will challenge the victor to a fight. Once you beat him one-on-one, you will be able to select him from the Character Select screen.",Play 450 Brawl matches. Beat Wolf.,"To unlock Wolf without engaging in single player content, you need to play 450 Vs. Brawl matches. After your 450th match, Wolf will challenge the winner to a fight. Defeating him in this one-on-one match will allow you to select him from the Character Select screen.",0.1851851851851852,0.07692307692307691,0.1851851851851852,0.5571874380111694,"""Unlock Wolf by completing 450 Vs. Brawl matches, then defeat him in a one-on-one fight to select him.""",0.30769230769230765,0.08333333333333333,0.23076923076923075,0.661148190498352,"""Unlock Wolf by playing 450 Vs. Brawl matches, then defeat him in a fight to select him.""",0.4347826086956522,0.19047619047619047,0.3478260869565218,0.6665604114532471
ET1,"After wiping and patting the brush dry with a clean cloth, place the brush bristle-side down on a towel. Wooden brushes take longer to dry than plastic or metal ones, so you may need to let the brush dry overnight before you can use it again. Don’t use the brush until it has dried completely, especially if it has natural bristles. Using the brush while it is still wet could damage the bristles.",Leave your hairbrush to air dry.,"After cleaning the brush, place it bristle-side down on a towel to dry. Wooden brushes require longer drying time than plastic or metal ones, often needing overnight drying. It's important not to use the brush until it is completely dry, especially with natural bristles, as using it wet can cause damage",0.06779661016949153,0.0,0.06779661016949153,0.551354706287384,"""After cleaning, let the brush dry bristle-side down on a towel. Wooden brushes take longer to dry, so allow them to dry overnight before use to avoid damaging the bristles.""",0.1081081081081081,0.0,0.1081081081081081,0.6292911767959595,"""Dry the brush bristle-side down on a towel and wait until it is completely dry before using it again.""",0.07692307692307691,0.0,0.07692307692307691,0.6664974689483643
ET1,"You may need to enter your phone number or email address and password if you aren't logged in. This is the speech bubble icon in the top right corner of your screen.  This is in the top right corner of the chat window, directly to the left of the ""X"".  Your options include:  For 1 hour Until 8 AM Until you turn it back on You won't receive notifications from this conversation on your desktop or mobile devices until your mute duration expires.","Open your Facebook page. Click the message icon. Click on a conversation you'd like to mute. Click the ""Options"" gear. Click Mute Conversation. Select a duration for which to mute the conversation. Click Mute to complete the process.","To mute notifications from a conversation, you may need to log in using your phone number or email and password. Look for the speech bubble icon in the top right corner of the chat window, next to the ""X."" You can choose to mute notifications for one hour, until 8 AM, or",0.32967032967032966,0.0898876404494382,0.17582417582417584,0.6069566607475281,"""To mute notifications for a conversation, click the speech bubble icon in the top right corner, and choose a duration. You may need to log in with your phone number or email and password.""",0.3835616438356165,0.14084507042253522,0.19178082191780824,0.6154090166091919,"""Log in with your phone number or email and password. Mute notifications for the chat for a specified duration.""",0.20689655172413793,0.0,0.17241379310344826,0.5746729969978333
ET1,"Click or double-click the Safari app icon, which resembles a blue compass, found in your Mac's Dock. This menu item is in the top-left side of the screen. Clicking it invokes a drop-down menu. You'll see this option near the bottom of the drop-down menu. It's in the top-middle section of the Preferences window. It's near the top of the Search page. Click the search engine you want to use with Safari to select it as your default.","Open Safari. Click Safari. Click Preferences…. Click the Search tab. Click the ""Search engine"" drop-down box. Select a search engine.","To change the default search engine in Safari on a Mac, click the Safari app icon in the Dock. Then, access the drop-down menu from the top-left corner of the screen and select ""Preferences."" In the Preferences window, find the search section and choose your preferred search engine to set it as",0.4,0.13698630136986303,0.26666666666666666,0.6580384373664856,"""Open the Safari app on your Mac and go to Preferences. From there, select your preferred search engine to set it as the default.""",0.35555555555555557,0.046511627906976744,0.26666666666666666,0.6540578603744507,"""Open the Safari app, access Preferences, and select your desired default search engine.""",0.41176470588235287,0.0625,0.35294117647058826,0.6811478137969971
ET1,"It's on the upper-right part of the iPod's housing. It should appear in 3-5 seconds. Your iPod will power off.  To power on your iPod, press and hold the Sleep/Wake button until you see the Apple logo, then release it. If your iPod is unresponsive, you may need to perform a force restart.","Press and hold the Sleep/Wake button. Release the button when the ""slide to power off"" slider appears at the top of the screen. Swipe ""slide to power off"" to the right.","To power off your iPod, press the button on the upper-right part of its housing; it should turn off in 3-5 seconds. To power it back on, press and hold the Sleep/Wake button until the Apple logo appears. If the iPod is unresponsive, a force",0.525,0.2564102564102564,0.25,0.5957103371620178,"""To turn off the iPod, press the Sleep/Wake button; to turn it back on, press and hold the Sleep/Wake button until the Apple logo appears. If unresponsive, perform a force restart.""",0.4615384615384615,0.19047619047619047,0.2769230769230769,0.606774628162384,"""Power off the iPod by pressing the Sleep/Wake button; power on by holding it until the Apple logo appears.""",0.4615384615384615,0.15999999999999998,0.2692307692307692,0.6284610033035278
ET1,"This will open your Tinder app page if you're logged in. If you aren't logged in, click LOG IN, select a login method, and enter your account information before proceeding. It's in the top-left corner of the page. Doing so opens your account settings. It's the last option in the menu on the left side of the page. Doing so will immediately delete your Tinder account and log you out.",Go to https://www.tinder.com/ in your browser. Click My Profile. Click Delete Account. Click DELETE ACCOUNT in the pop-up window.,"To delete your Tinder account, first ensure you are logged in. If not, click ""LOG IN,"" choose a login method, and enter your details. Once logged in, access your account settings from the top-left corner of the page. Select the last option in the menu, which will delete your",0.30136986301369867,0.02816901408450704,0.19178082191780824,0.5854291915893555,"""Log into Tinder to access account settings and delete your account.""",0.3529411764705882,0.0,0.2352941176470588,0.6060937643051147,"""Log into the Tinder app, go to account settings, and select the option to delete your account.""",0.39999999999999997,0.052631578947368425,0.25,0.6462676525115967
ET1,"Instead of creating a well-defined part, you can separate your hair and then let it fall into place as it wants to. You can still separate your hair in the middle or on the side, but don't worry if 1 section lays on the wrong side. In addition, you can wiggle your finger back and forth through your part to create an uneven line.  You can do this whether you use a comb or your fingers to part your hair. This looks great with relaxed, casual, and tomboy looks.","Create a messy part for carefree, casual styles.","Instead of a precise hair part, allow your hair to fall naturally by separating it in the middle or on the side without concern for perfect alignment. You can create an uneven line by wiggling your fingers or a comb through the part. This style complements relaxed, casual, and tomboy looks.",0.20338983050847456,0.0,0.13559322033898305,0.610460638999939,"""Create a relaxed hairstyle by separating your hair without a defined part. Use your fingers or a comb for an uneven line, allowing sections to fall naturally.""",0.22857142857142856,0.060606060606060615,0.22857142857142856,0.6389613151550293,"""Let your hair fall naturally without a defined part. Use your fingers to create an uneven line for a relaxed look.""",0.27586206896551724,0.0,0.20689655172413796,0.6733506917953491
ET1,"Once you’ve applied all of the paper, set it aside to let the glue dry. This is when the paper will be the most fragile, so allow several hours for the glue to set. Read the label on your container of decoupage glue for an exact drying time.",Let it dry for several hours or overnight.,"After applying the paper, set it aside to dry for several hours, as it will be fragile during this time. Check the decoupage glue label for specific drying instructions.",0.2702702702702703,0.17142857142857143,0.2702702702702703,0.6936032176017761,"""After applying the paper, let it dry for several hours as it will be fragile during this time.""",0.46153846153846156,0.4166666666666667,0.46153846153846156,0.7478790879249573,"""After applying the paper, let the glue dry for several hours, as it will be fragile during this time.""",0.44444444444444436,0.24,0.37037037037037035,0.716493546962738
ET1,"Your metabolism might not be the only reason why you are struggling to slim down. Your doctor can help you figure out what’s holding back your weight loss so you can make changes. Tell your doctor everything you’ve tried, and work with them to develop a weight loss plan for you.Your doctor can also help you determine if you need to lose weight in the first place.",Work with your doctor if you’re struggling to lose weight.,"Weight loss struggles may not solely be due to metabolism issues. Consulting with a doctor can help identify obstacles to weight loss and create a personalized plan. It’s important to share all previous attempts at losing weight with the doctor, who can also assess whether weight loss is necessary.",0.19672131147540983,0.033898305084745756,0.16393442622950818,0.6733882427215576,"""Consult your doctor for personalized weight loss advice and support.""",0.28571428571428564,0.10526315789473685,0.28571428571428564,0.7633236050605774,"""Consult your doctor to identify weight loss barriers and create a personalized plan.""",0.33333333333333337,0.0909090909090909,0.33333333333333337,0.7533468008041382
ET1,"Get an old bowl and a kitchen measuring cup. Measure out the PVA glue into the measuring cup and pour it directly into the bowl. Make sure to scrape the sides of the measuring cup so that you use up all of the glue. You can choose either white or clear glue, as the color doesn't affect how the glue works.",Place 1 cup of PVA glue into a bowl.,"To prepare the glue, take an old bowl and a kitchen measuring cup, measure the PVA glue into the cup, and pour it into the bowl, ensuring to scrape the sides for complete usage. Either white or clear glue can be used, as the color does not impact its effectiveness.",0.20338983050847456,0.07017543859649122,0.16949152542372883,0.6160631775856018,"""Prepare PVA glue by measuring it with a kitchen measuring cup and pouring it into an old bowl, ensuring to scrape the sides of the cup.""",0.39999999999999997,0.06060606060606061,0.2285714285714286,0.6822153925895691,"""Measure and pour PVA glue into an old bowl, scraping the sides to use it all.""",0.32,0.1739130434782609,0.32,0.7132821083068848
ET1,"Lexaeus’ powers up every time you hit him with his shield up, this includes Donald's magic and Goofy running into him. This will help you avoid all unnecessary attacks from Donald and Goofy; it also helps you with your health as Genie will continuously heal you.",Remove all of Donald's and Goofy's attack abilities. Summon Genie at the beginning of the battle. Place Reflega on your shortcuts.,"Lexaeus gains power with every attack while his shield is up, including hits from Donald's magic and Goofy's charge. This strategy helps you dodge extra attacks from them and keeps your health up since Genie will heal you continuously.",0.25000000000000006,0.09677419354838708,0.21875,0.5942805409431458,"""Attacking Lexaeus while his shield is up increases his powers, but using Donald's magic and Goofy's attacks strategically can help avoid unnecessary damage while the Genie heals you.""",0.30188679245283023,0.1568627450980392,0.26415094339622636,0.6088630557060242,"""Attacking Lexaeus while his shield is up boosts his powers but avoids damage from Donald and Goofy; Genie will continuously heal you.""",0.22222222222222224,0.046511627906976744,0.17777777777777776,0.6234425902366638
ET1,"If you’re playing with younger children, you may need to give them hints or add additional labels to your map so they know which direction to head in. For example, you could tell them that the parrot along the dotted line on the map indicates they should look in the room where there is a painting of birds. The goal is to have fun, so don’t make the treasure hunt so hard that it becomes frustrating for anyone! Give hints, travel along, and you could even dress up and talk like a pirate!",Help the kids on their hunt if they are young.,"When playing a treasure hunt with younger children, provide hints or labels on the map to guide them, like indicating a painting of birds for a parrot clue. The emphasis is on having fun, so avoid making the hunt too difficult. Feel free to offer hints, join in the adventure, or even",0.0967741935483871,0.0,0.0967741935483871,0.5943442583084106,"""Make treasure hunts for young children by providing hints and additional labels on maps. Keep it fun and manageable, and consider dressing up like a pirate!""",0.16666666666666669,0.0,0.1111111111111111,0.6072499752044678,"""Make treasure hunts easier for younger children with hints and labels on the map, ensuring they have fun without frustration.""",0.26666666666666666,0.0,0.13333333333333333,0.657042384147644
ET1,"Fill a rocks glass with 3-4 large square ice cubes. If you're using smaller ice cubes, fill the glass halfway with ice. Ice will keep the Amarula chilled for a more refreshing tasting drink. Pour the Amarula over the ice cubes. You don't have to fill the glass to the top with the liquor. Drink the Amarula slowly to taste all the creamy and citrusy notes in the liquor.  When you run out of Amarula, you can refill the glass. As the ice cubes melt, the Amarula will become less thick.",Place 3-4 ice cubes in a rocks glass. Fill the glass halfway with Amarula. Sip on the drink.,"To enjoy Amarula, fill a rocks glass with 3-4 large square ice cubes (or halfway with smaller ones) to keep it chilled. Pour the Amarula over the ice, without filling the glass completely. Sip slowly to appreciate its creamy and citrusy flavors. You can refill the glass",0.44776119402985076,0.21538461538461537,0.2686567164179105,0.694126546382904,"""Enjoy Amarula served over ice in a rocks glass. Pour over 3-4 large ice cubes and sip slowly to savor the flavors.""",0.5238095238095238,0.25,0.3333333333333333,0.7457316517829895,"""Fill a rocks glass with ice and pour Amarula over it. Sip slowly to enjoy the flavors.""",0.5,0.11764705882352941,0.3888888888888889,0.7677017450332642
ET1,"Relax your muscles and prepare to move your body in one fluid motion. If you’re tense, your movements will be erratic and your speed and precision will suffer. Shake out your shoulders, hips and ankles before stepping up to bat. Remind yourself to remain loose and poised rather than bunching up. Sports research has found that athletes move much faster and more smoothly when they are relaxed.",Stay loose and ready.,"To enhance your performance, it's essential to relax your muscles and move fluidly. Tension can lead to erratic movements, affecting speed and precision. Prior to engaging in sports, loosen up by shaking out your shoulders, hips, and ankles. Stay loose and poised to improve your overall movement efficiency,",0.11320754716981131,0.0784313725490196,0.11320754716981131,0.5864088535308838,"""Stay relaxed and loose before physical activity to improve speed and precision.""",0.375,0.0,0.375,0.7113215923309326,"""Stay relaxed and loose before moving your body to improve speed and precision in sports.""",0.31578947368421056,0.0,0.31578947368421056,0.6982847452163696
ET1,"To really challenge yourself, consider entering a salsa dancing competition with a partner. Find a local competition or enter a national competition. Work with a partner to create a salsa dance routine to perform for the judges and the crowd at the competition. If you decide to enter into competitions, you may want to invest in dance shoes made for salsa. You can find salsa dance shoes online or at your local dance supply store.",Enter a salsa dancing competition.,"Challenge yourself by entering a salsa dancing competition with a partner. You can choose a local or national event and create a routine to perform. Investing in salsa dance shoes, available online or at local dance supply stores, is recommended if you decide to compete.",0.19999999999999998,0.16666666666666669,0.19999999999999998,0.6660623550415039,"""Enter a salsa dancing competition with a partner and create a routine. Consider investing in salsa dance shoes.""",0.4347826086956522,0.38095238095238093,0.4347826086956522,0.7625720500946045,"""Enter a salsa dancing competition with a partner and consider getting specialized salsa dance shoes.""",0.5,0.4444444444444445,0.5,0.7828562259674072
ET1,"Point to a blank space in your taskbar, then select ""Properties"" from the floating dialog box that appears on your desktop. Click on the drop-down menu next to the field that reads ""Taskbar location on screen."" Select a taskbar location from the options of ""bottom,"" ""left,"" ""right,"" or ""top."" The new location of your taskbar will now be reflected on your desktop. Click on ""Apply"" at the bottom of the Taskbar and Start Menu Properties dialog box, then select ""OK"" to save your changes.",Access the Taskbar and Start Menu Properties menu. Choose a new location for your taskbar. Save your new taskbar location preferences.,"To change the location of your taskbar, right-click a blank area on the taskbar and choose ""Properties."" From the drop-down menu labeled ""Taskbar location on screen,"" select your preferred location (bottom, left, right, or top). Click ""Apply"" and then ""OK"" to",0.4375,0.12903225806451613,0.25,0.6645728945732117,"""Change the location of your taskbar by accessing 'Properties' and selecting a new position from the drop-down menu. Click 'Apply' and 'OK' to save the changes.""",0.4583333333333333,0.08695652173913043,0.25,0.7178334593772888,"""To relocate your taskbar, access 'Properties,' choose a new location from the drop-down menu, and click 'Apply' to save changes.""",0.5714285714285714,0.20000000000000004,0.3333333333333333,0.7089256048202515
ET2,"Demandez-lui de vous prévenir en cas de douleur ou de malaise pendant le massage. Le confort de la personne dépend en partie de la confiance qu'elle vous accorde. Donc, ce n'est pas le moment de plaisanter ou de faire des observations allusives. Encouragez périodiquement la personne à respirer lentement et profondément. Cela l'aidera à se détendre.",Informez la personne avant de commencer.,"Lors d'un massage, il est important de demander à la personne de signaler toute douleur ou malaise. La confiance est essentielle pour son confort, il est donc préférable d'éviter les plaisanteries ou commentaires suggestifs. Encouragez-la à respirer lentement et profondément pour favoriser sa détente",0.1090909090909091,0.03773584905660377,0.1090909090909091,0.6612306833267212,"""Assurez-vous que la personne se sente à l'aise pendant le massage en évitant les plaisanteries et en l'encourageant à respirer calmement.""",0.14285714285714288,0.07692307692307693,0.14285714285714288,0.7169641256332397,"""Assurez-vous de la communiquer clairement et de créer un environnement de confiance pendant le massage.""",0.1739130434782609,0.0,0.1739130434782609,0.7111612558364868
ET2,"Tenez-le dans une main et placez-le contre la pierre à un angle de 20°. Le fil de la lame doit être dirigé vers l'extérieur et non vers vous. Posez le bout des doigts de l'autre main sur la face plate de la lame, près du bord coupant . Vous utiliserez vos doigts pour contrôler la pression sur la lame et le sens dans lequel elle glisse pour l'aiguiser.",Positionnez le couteau.,"Tenez l'objet dans une main, inclinez-le à 20° contre la pierre, avec le fil de la lame vers l'extérieur. Utilisez l'autre main pour contrôler la pression et la direction de la lame en posant vos doigts sur sa face plate près du bord coupant.",0.03773584905660377,0.0,0.03773584905660377,0.6778916716575623,"""Maintenez le couteau à un angle de 20° et utilisez vos doigts pour contrôler l'aiguisage.""",0.21052631578947367,0.11764705882352941,0.21052631578947367,0.7662191987037659,"""Utilisez une main pour tenir la lame et l'autre pour contrôler la pression lors de l'aiguisage.""",0.0,0.0,0.0,0.7019554972648621
ET2,"Après avoir ajouté l'eau sur la glace sèche, obturez les entrées des tunnels. Mettez de la terre pour vous assurer que les taupes ne peuvent pas s'échapper.",Couvrez toutes les entrées.,"Après avoir ajouté de l'eau sur la glace sèche, fermez les entrées des tunnels et mettez de la terre pour empêcher les taupes de s'échapper.",0.16666666666666666,0.11764705882352941,0.16666666666666666,0.7281009554862976,"""Ajoutez de l'eau sur la glace sèche, fermez les tunnels et mettez de la terre pour piéger les taupes.""",0.07407407407407407,0.0,0.07407407407407407,0.7236575484275818,"""Scellez les tunnels après avoir mouillé la glace sèche avec de la terre pour empêcher les taupes de s'échapper.""",0.07142857142857142,0.0,0.07142857142857142,0.7186749577522278
ET2,"Quelle que soit la méthode que vous ayez utilisée, vous devriez commencer par le porter à la maison. Il va peut-être vous falloir en ajuster la taille s'il ne vous va pas bien.  Vous devez le porter sur la partie qui sépare les deux narines. Installez-le à cet endroit et marchez un peu chez vous. S'il tombe ou s'il vous donne l'impression de bientôt tomber, utilisez une pince ou vos doigts pour le resserrer. Au contraire, s'il vous fait mal, il va vous falloir desserrer la boucle.",Essayez-le et ajustez-en la taille. Terminé.,"Pour porter correctement l'objet, commencez par l'ajuster à la maison, en veillant à ce qu'il soit bien placé entre les narines. Marchez un moment pour vérifier sa tenue, et si nécessaire, serrez-le avec une pince ou vos doigts s'il tombe. Si l'objet",0.14285714285714285,0.0,0.03571428571428571,0.6732166409492493,"""Installez et ajustez correctement votre accessoire nasal chez vous.""",0.23529411764705882,0.13333333333333333,0.23529411764705882,0.6941930651664734,"""Essayez d'ajuster le port de l'objet chez vous pour un ajustement confortable.""",0.18181818181818182,0.0,0.18181818181818182,0.691903293132782
ET2,"Pour réaliser les rangs 2 à 41, faites une maille en l'air puis crochetez une maille serrée dans chacune des mailles du rang précédent. Retournez votre ouvrage à la fin de chaque rang. Cela ne correspond qu'à la base de la guêtre. Procédez comme précédemment pour réaliser une deuxième guêtre identique à la première afin d'obtenir une paire. Le projet est ensuite terminé.",Crochetez environ 40 rangs de mailles serrées. Confectionnez une deuxième guêtre.,"Pour créer les rangs 2 à 41, réalisez une maille en l'air suivie d'une maille serrée dans chaque maille du rang précédent, en retournant l'ouvrage après chaque rang. Répétez ensuite cette méthode pour confectionner une deuxième guêtre identique",0.24615384615384614,0.15873015873015872,0.24615384615384614,0.7356013059616089,"""Crochetez des mailles serrées pour créer deux guêtres identiques.""",0.4615384615384615,0.24999999999999994,0.4615384615384615,0.803668737411499,"""Pour créer une paire de guêtres, crochetez maille par maille des rangs 2 à 41 et retournez votre ouvrage à la fin de chaque rang.""",0.358974358974359,0.05405405405405406,0.15384615384615383,0.7379499673843384
ET2,"Si l'angle est arrondi, prenez la mesure maximale. Si vous avez besoin de connaitre la largeur de votre portable en pouces, alors que vous l'avez en centimètres, il suffit de diviser votre mesure par 2,54 pour avoir des pouces.  Ainsi, une largeur de portable de 30 centimètres correspond à 11,8 pouces (30,5 ÷ 2,54 = 11,81 ).",Mesurez depuis l'angle arrière droit (ou gauche). Mesurez jusqu'à l'angle avant droit (ou gauche). Convertissez éventuellement les centimètres en pouces.,"Pour mesurer un angle arrondi, utilisez la mesure maximale. Pour convertir la largeur de votre portable de centimètres à pouces, divisez par 2,54. Par exemple, une largeur de 30 centimètres équivaut à 11,8 pouces.",0.13333333333333333,0.034482758620689655,0.13333333333333333,0.6683842539787292,"""Prenez la mesure maximale si l'angle est arrondi et convertissez les centimètres en pouces en divisant par 2,54.""",0.35555555555555557,0.23255813953488372,0.35555555555555557,0.7224369645118713,"""Pour convertir des centimètres en pouces, divisez la mesure par 2,54.""",0.21621621621621623,0.1714285714285714,0.21621621621621623,0.7133920192718506
ET2,"Il se trouve habituellement tout en bas à gauche de l’écran. La barre de recherche se situe elle aussi dans l’angle inférieur gauche de l’écran . L’application Caméra s’ouvrira automatiquement sur votre webcam. Si vous voyez l’image retransmise par votre webcam, c’est que la webcam fonctionne correctement. Si c’est la première fois que vous utilisez Caméra, il vous faudra peut-être autoriser l’appli à accéder à la webcam.",Cliquez sur le menu. Tapez caméra dans la barre de recherche. Sélectionnez Caméra.,"La barre de recherche est généralement située en bas à gauche de l'écran, tout comme l'application Caméra, qui s'ouvre automatiquement sur la webcam. Si vous voyez l'image de la webcam, cela signifie qu'elle fonctionne bien. Pour les nouveaux utilisateurs de l'application Caméra, il peut être",0.28169014084507044,0.14492753623188404,0.1971830985915493,0.6881288886070251,"""La webcam s'active automatiquement dans l'application Caméra et nécessite éventuellement une autorisation d'accès.""",0.2857142857142857,0.0606060606060606,0.22857142857142856,0.6867432594299316,"""Vérifiez la fonction de votre webcam via l'application Caméra en bas à gauche de l'écran et autorisez l'accès si nécessaire.""",0.2380952380952381,0.05,0.1904761904761905,0.7086843252182007
ET2,"Il est facile de fabriquer un chapeau de sorcière et il faut seulement quelques articles. Pour cet atelier, il vous faut  :   une plaque de mousse souple noire de la ficelle des ciseaux du fil de fer du chatterton du ruban des matériaux de décoration comme des plumes ou de la fausse fourrure des accessoires comme des araignées, des boutons ou des nœuds",Rassemblez le matériel.,"Pour fabriquer un chapeau de sorcière, vous aurez besoin de : une plaque de mousse souple noire, de la ficelle, des ciseaux, du fil de fer, du chatterton, du ruban, ainsi que des matériaux de décoration comme des plumes ou de la fausse",0.04081632653061225,0.0,0.04081632653061225,0.6134952902793884,"""Rassemblez des matériaux simples pour créer un chapeau de sorcière.""",0.23529411764705882,0.0,0.23529411764705882,0.7502723336219788,"""Fabriquez un chapeau de sorcière avec des articles simples comme de la mousse, de la ficelle et des décorations.""",0.0,0.0,0.0,0.693117618560791
ET2,"Pour fabriquer des clous d'oreilles, vous aurez besoin de deux clous d'oreilles avec poussettes plates ou en forme de papillon. Il vous faudra aussi un pistolet à colle chaude et de la super glue. Les autres matériaux nécessaires dépendent de vos gouts : vous pouvez utiliser des perles, des morceaux de tissu coloré ou de la colle à paillettes.",Réunissez le matériel nécessaire.,"Pour créer des clous d'oreilles, il vous faut deux clous avec poussettes, un pistolet à colle chaude et de la super glue. Selon vos préférences, vous pouvez ajouter des perles, des morceaux de tissu coloré ou de la colle à paillettes",0.0,0.0,0.0,0.6165730953216553,"""Rassemblez les matériaux nécessaires pour créer des clous d'oreilles personnalisés.""",0.27272727272727276,0.1,0.27272727272727276,0.7659963369369507,"""Rassemblez les matériaux nécessaires pour créer des clous d'oreilles, y compris des poussettes, de la colle chaude et des éléments décoratifs selon vos préférences.""",0.15384615384615383,0.05405405405405405,0.15384615384615383,0.7113293409347534
ET2,"Arrangez-les de manière à ce qu'ils soient légers et aérés. Défaites les nœuds, vos cheveux doivent être soyeux et lisses. Il vous sera ensuite beaucoup plus facile de les tresser. Allez-vous faire une queue de cheval à l'arrière de la tête ou vont-elles être sur les côtés ? Pensez à ce que vous voulez faire et à ce qui vous conviendra le mieux.",Brossez-vous les cheveux. Choisissez où commencer les tresses.,"Arrangez vos cheveux pour qu'ils soient légers et soyeux, en défaisant les nœuds pour faciliter le coiffage. Réfléchissez à votre style, que ce soit une queue de cheval à l'arrière ou sur les côtés, et choisissez ce qui vous convient le",0.1724137931034483,0.0,0.06896551724137931,0.6863870620727539,"""Préparez vos cheveux pour les tresser en les rendant soyeux et lisses.""",0.27272727272727276,0.0,0.18181818181818185,0.738594651222229,"""Préparez vos cheveux pour des coiffures légères en les démêlant et en les rendant soyeux.""",0.20689655172413793,0.0,0.13793103448275865,0.7080643773078918
ET2,"Sélectionnez Préférences Système. Dans Yosemite, l’emplacement des paramètres du navigateur par défaut a été déplacé dans les préférences système. Une liste des options du système va s’ouvrir. Sélectionnez le navigateur que vous voulez utiliser dans la liste des navigateurs disponibles.  Vous devrez installer votre nouveau navigateur avant de pouvoir le sélectionner dans la liste.",Cliquez sur le menu Pomme. Sélectionnez l’option Général. Cliquez sur Navigateur web par défaut.,"Pour changer le navigateur par défaut dans Yosemite, accédez aux Préférences Système, puis sélectionnez le navigateur souhaité dans la liste des navigateurs disponibles. Assurez-vous d'avoir installé le nouveau navigateur avant de pouvoir le sélectionner.",0.22580645161290322,0.1,0.16129032258064516,0.6807928681373596,"""Accédez aux Préférences Système pour choisir votre navigateur par défaut dans Yosemite.""",0.2222222222222222,0.11764705882352941,0.2222222222222222,0.6789351105690002,"""Accédez aux Préférences Système pour choisir votre navigateur par défaut dans Yosemite.""",0.2222222222222222,0.11764705882352941,0.2222222222222222,0.6789351105690002
ET2,"Pour lancer Adobe Illustrator, cliquez sur l'icône du programme représentée par un carré jaune et marron contenant les lettres Ai.",Ouvrez Adobe Illustrator.,"Pour ouvrir Adobe Illustrator, cliquez sur l'icône jaune et marron avec les lettres Ai.",0.21052631578947367,0.11764705882352941,0.21052631578947367,0.7081097364425659,"""Pour ouvrir Adobe Illustrator, cliquez sur son icône jaune et marron avec les lettres Ai.""",0.21052631578947367,0.11764705882352941,0.21052631578947367,0.7091639041900635,"""Pour ouvrir Adobe Illustrator, cliquez sur l'icône avec un carré jaune et marron et les lettres Ai.""",0.18181818181818182,0.09999999999999999,0.18181818181818182,0.6982308626174927
ET2,"Vous pourriez en avoir une quelque part dans la maison, mais si ce n'est pas le cas, achetez-en dans la supérette la plus proche de votre lieu de résidence.",Trouvez une bande en caoutchouc.,Vous pouvez avoir un article chez vous ou l'acheter dans la supérette la plus proche.,0.0,0.0,0.0,0.6664891242980957,"""Vérifiez chez vous ou achetez en supérette.""",0.14285714285714285,0.0,0.14285714285714285,0.6916716694831848,"""Vérifiez chez vous ou achetez-en une à la supérette.""",0.25000000000000006,0.0,0.12500000000000003,0.6659384369850159
ET2,"En appliquant du mascara sur toute la longueur de vos cils depuis la base jusqu'à la pointe, vous leur donnez un effet qui n'est pas naturel. Mettez-le plutôt à la base puis éloignez l'applicateur lorsque vous vous approchez des pointes. Si vous en mettez trop, essuyez-le ou retirez-le avec vos doigts.",Mettez du mascara à la base des cils inférieurs.,"Pour un effet plus naturel avec le mascara, appliquez-le d'abord à la base des cils, puis étirez l'applicateur vers les pointes. Si vous en mettez trop, essuyez ou retirez l'excès avec vos doigts.",0.26086956521739135,0.13636363636363638,0.2173913043478261,0.7372199892997742,"""Appliquez le mascara à la base des cils et estompez vers les pointes pour un effet naturel.""",0.39999999999999997,0.3478260869565218,0.39999999999999997,0.814672589302063,"""Appliquez le mascara à la base des cils et éloignez l'applicateur vers les pointes pour un effet plus naturel.""",0.35714285714285715,0.30769230769230765,0.35714285714285715,0.7909449338912964
ET2,"Faites-le avant de le placer dans le congélateur. Une fois que vous les avez emballés individuellement, vous pouvez les conserver tous ensemble dans un grand sac en plastique. Veillez simplement à utiliser un sac refermable, et de préférence destiné au congélateur. Si vous en avez beaucoup et que vous n’arrivez pas à fermer le sac en plastique, divisez-les en deux ou trois lots.",Mettez-les tous dans un sac en plastique refermable.,"Emballez les aliments individuellement avant de les congeler, puis placez-les dans un grand sac en plastique refermable, idéalement conçu pour le congélateur. Si le sac est trop plein, divisez les aliments en plusieurs lots.",0.2978723404255319,0.17777777777777778,0.2978723404255319,0.7737611532211304,"""Emballer et congeler les aliments en lots dans des sacs refermables.""",0.5,0.0,0.39999999999999997,0.7565029263496399,"""Emballer les aliments individuellement avant de les congeler. Utilisez un sac refermable et divisez en plusieurs lots si nécessaire.""",0.3448275862068966,0.07407407407407407,0.2758620689655173,0.7144331336021423
